,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
195,44,5,95400,10,13,2,12,0,1,0,0,0,40,39,0
175,40,2,220000,11,12,2,8,5,4,1,0,0,38,39,0
430,37,3,125000,10,8,2,7,0,4,1,0,0,40,39,1
360,34,4,132456,11,9,4,3,3,4,1,0,0,35,39,0
450,45,4,205678,12,14,2,8,0,4,1,0,0,40,39,1
284,58,4,237645,15,10,5,1,0,2,1,0,0,40,39,0
348,44,4,278901,11,9,4,10,4,2,0,0,0,38,39,0
240,33,4,125000,11,9,2,5,0,4,1,0,0,45,39,0
223,62,4,120000,11,9,2,3,0,4,1,0,0,30,39,0
213,29,4,512090,1,6,4,10,1,1,0,0,0,45,39,0
459,30,7,34567,9,13,4,10,1,4,1,0,0,38,39,0
34,31,4,241890,11,9,2,7,0,4,1,3200,0,40,39,1
126,52,6,280000,15,12,6,10,4,4,0,0,0,45,39,0
285,45,4,201340,9,13,0,6,1,4,1,0,0,55,39,1
408,34,2,360123,7,12,2,3,0,4,1,0,0,40,39,1
405,48,4,275432,4,3,2,3,5,4,0,0,0,45,22,0
115,51,4,234567,11,9,0,3,1,4,0,0,1500,40,39,1
176,29,4,100000,12,13,4,7,1,4,1,0,1500,25,39,0
83,52,2,108244,12,13,0,10,4,4,0,0,0,35,39,0
278,25,4,165432,11,9,4,10,3,4,0,0,0,35,39,0
62,62,4,135000,13,14,6,10,5,4,1,0,0,35,39,1
193,29,4,140200,11,10,4,1,1,4,1,0,0,38,39,0
252,48,4,287410,13,14,1,9,2,4,0,0,0,40,39,1
228,41,4,260000,9,13,4,4,1,4,1,0,0,40,39,1
108,37,4,155000,11,9,4,13,2,4,1,0,0,38,39,0
280,52,4,198450,13,9,2,5,0,4,1,0,0,45,39,0
334,26,2,278901,15,10,4,7,1,4,0,0,0,30,39,0
409,59,4,180123,11,9,2,14,0,4,1,0,1500,40,39,1
274,23,4,172342,14,10,4,12,3,4,1,0,0,40,39,0
414,52,5,188432,11,9,4,12,1,4,1,0,0,40,39,0
341,55,6,214567,13,11,1,12,1,4,1,5000,0,45,39,1
328,29,1,320000,15,10,2,11,0,2,1,0,0,40,39,0
443,32,4,134567,11,9,2,8,0,4,0,0,0,40,39,0
345,31,6,29876,14,10,2,13,0,4,1,0,0,42,26,0
272,31,4,112450,11,9,2,7,5,4,1,0,0,30,39,0
347,37,2,187654,11,9,1,13,1,3,0,0,0,40,39,0
403,71,4,190123,1,7,2,1,0,4,1,0,0,20,39,0
104,19,4,180000,2,8,4,8,2,2,1,0,0,25,39,0
203,40,2,84845,9,13,2,1,0,4,1,0,0,40,39,1
181,52,7,89012,13,14,0,1,4,2,0,0,0,35,39,1
255,28,4,89123,8,10,3,6,0,4,1,0,0,40,39,0
186,36,4,134567,9,13,2,4,0,4,1,0,0,40,39,0
454,52,4,189023,13,11,2,3,5,4,0,8950,0,40,39,1
263,46,4,180000,15,10,5,6,4,4,0,0,0,55,39,0
421,29,7,378000,14,14,5,10,1,4,1,0,0,60,39,0
237,29,4,139456,11,9,4,1,3,2,0,0,0,37,39,0
202,21,4,126147,8,6,4,8,3,4,0,0,0,30,39,0
180,38,4,123450,10,12,1,11,0,4,1,0,0,40,39,0
151,52,4,112000,12,14,2,5,0,4,1,0,0,45,39,1
303,31,4,235600,15,10,4,12,3,4,0,0,0,30,39,0
243,24,4,132000,11,9,4,6,3,4,1,0,0,40,39,0
267,22,4,105000,11,9,4,12,3,4,1,0,0,25,39,0
384,55,2,300000,11,12,6,14,1,4,0,2500,0,40,39,1
219,58,4,162345,9,12,2,10,0,4,1,14800,0,40,39,1
