,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
425,58,6,134567,15,10,2,8,0,4,1,0,0,48,39,0
351,45,2,191678,12,14,2,10,5,4,0,4200,0,40,39,1
122,57,4,67000,11,9,5,6,4,4,1,0,0,40,39,0
134,52,0,210389,9,13,6,0,1,4,0,0,0,40,39,1
262,44,4,120900,11,9,4,1,3,4,0,0,0,50,39,0
27,19,0,212483,11,9,4,0,3,4,0,0,0,35,39,0
99,32,4,180000,11,9,4,13,2,4,1,0,0,55,39,0
428,26,4,345678,9,13,4,1,3,4,0,0,0,25,39,0
176,44,4,250000,9,13,2,12,0,4,0,0,0,40,39,0
293,58,4,132450,11,9,2,4,0,4,1,0,0,45,39,0
440,55,4,331234,15,10,2,3,5,4,0,9200,0,40,39,1
13,38,4,168000,10,13,0,12,1,4,1,0,0,42,39,0
388,27,4,160000,9,13,4,12,1,4,1,0,0,55,39,0
40,35,4,254321,12,9,4,7,1,4,1,0,0,45,39,0
339,29,4,230000,12,10,4,10,1,4,1,0,0,38,39,0
408,36,4,201900,13,10,0,11,1,4,0,0,0,50,39,0
318,41,4,341256,14,13,5,1,1,4,1,0,0,55,39,0
151,60,4,189012,12,13,3,4,1,4,1,0,0,30,39,0
148,52,4,167890,14,15,2,6,0,4,1,0,0,42,39,1
56,51,4,210987,1,6,2,14,0,4,1,0,0,41,39,0
120,42,4,30000,8,11,4,3,1,4,1,0,0,42,39,0
228,27,4,120456,10,8,4,1,3,2,0,0,0,37,39,0
24,34,6,148321,11,9,4,12,4,2,0,0,0,42,39,0
73,27,4,90000,11,9,4,4,3,4,0,0,0,42,39,0
103,31,4,125000,6,9,3,5,1,4,1,0,0,35,39,0
416,39,7,145000,11,9,2,8,0,4,1,0,0,60,39,1
203,45,6,189234,10,14,2,10,0,4,1,14000,0,50,39,1
179,28,4,98000,8,7,4,14,1,4,1,0,0,45,39,0
