,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
479,49,2,115784,11,9,2,2,0,4,1,0,0,40,38,0
196,36,2,165695,11,9,2,2,0,4,1,0,0,40,38,0
60,32,2,198660,11,9,2,2,0,4,1,0,0,40,38,0
286,31,2,204751,9,13,4,0,1,4,1,0,0,40,38,0
62,44,2,190228,11,9,2,2,0,4,1,0,0,40,38,1
200,59,2,153031,15,10,2,2,0,4,1,0,0,40,38,1
284,42,4,146906,14,15,2,9,0,4,1,0,0,50,38,1
144,50,2,123393,11,9,2,2,0,4,1,0,0,40,38,1
14,30,2,182756,11,9,4,2,1,4,1,0,0,40,38,0
461,37,2,123429,11,9,2,6,0,4,1,0,0,40,38,0
468,25,2,202871,11,9,4,5,1,4,1,0,0,40,38,0
85,34,2,176684,11,9,4,0,4,4,0,0,0,40,38,0
341,42,4,194726,11,9,2,3,0,4,1,0,0,50,38,0
29,21,2,209483,15,10,4,0,3,4,0,0,0,20,38,0
381,21,2,184378,11,9,4,6,3,4,1,0,0,40,38,0
480,20,2,198663,15,10,4,7,3,4,0,0,0,40,38,0
490,34,2,168496,9,13,2,3,0,4,1,0,0,50,38,1
94,17,2,192259,0,6,4,7,3,4,1,0,0,20,38,0
435,24,2,202683,15,10,4,0,3,4,1,0,0,40,38,0
135,34,2,214858,11,9,2,2,0,4,1,0,0,40,38,0
339,25,2,116632,11,9,2,2,0,4,1,0,0,40,38,0
478,27,2,112847,11,9,4,5,3,4,1,0,0,40,38,0
312,47,2,112115,11,9,2,2,0,4,1,0,0,40,38,1
483,25,2,214413,11,9,4,7,3,4,1,0,0,40,38,0
238,24,2,194905,9,13,4,9,3,4,0,0,0,40,38,0
322,19,2,194710,15,10,4,11,3,4,0,0,0,20,38,0
265,29,2,175931,11,9,4,2,1,4,1,0,0,40,38,0
