,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3418,76,6,18827,9,9,1,0,3,3,1,50870,1705,16,40,1
526,83,6,99444,12,16,1,0,2,1,0,30910,1709,16,31,0
393,90,6,18827,13,11,1,0,2,2,0,17289,0,16,40,1
5202,85,6,113594,12,16,5,0,2,3,0,50870,1705,16,40,0
3270,85,1,18827,12,16,6,0,4,3,0,31234,1709,16,40,1
629,85,5,18827,12,16,5,0,2,0,1,31257,448,16,40,1
4079,88,3,18827,7,16,6,0,3,2,0,13095,827,37,40,1
1497,44,5,18827,14,16,0,8,2,1,1,7874,0,38,30,1
1027,85,3,18827,13,9,6,6,4,2,0,46360,496,34,36,1
1845,90,6,18827,13,16,5,0,2,3,0,50870,1109,16,40,1
5358,90,0,18827,12,12,5,0,3,2,1,31234,1705,1,40,1
4963,70,0,29892,4,16,0,0,5,2,0,2715,1054,52,36,1
5759,85,6,18827,12,9,6,0,2,1,0,31234,1705,16,40,1
3276,63,6,18827,12,16,5,0,3,1,0,26843,1705,16,40,0
5431,83,6,18827,9,16,6,0,3,0,0,50870,0,34,40,1
3834,90,6,18827,12,16,6,0,2,1,1,37562,1395,16,40,1
1643,88,6,95619,13,16,0,0,2,2,0,22631,0,34,38,1
5317,83,3,18827,13,16,6,4,3,1,0,31263,1705,1,40,1
3243,76,1,18827,0,9,5,3,2,2,1,31234,1705,16,40,1
5613,83,1,18827,12,16,1,0,3,0,0,48439,1705,34,40,1
