,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5276,90,4,18827,15,16,6,0,3,1,0,50870,802,16,40,1
5943,90,0,101342,9,16,5,0,2,3,0,42449,1122,1,30,1
797,76,1,18827,12,16,5,4,4,3,1,23917,1705,16,28,1
4360,85,4,93824,14,16,1,0,2,3,0,31234,1705,34,40,1
2300,83,1,98870,12,16,1,0,3,3,0,31234,1705,16,40,1
4224,44,1,18827,12,16,5,0,2,3,0,50870,1705,16,40,1
181,78,6,93824,14,16,1,0,3,3,0,14203,0,16,20,1
3333,85,6,18827,12,7,6,0,2,3,0,50870,4356,16,40,0
5391,90,6,18827,13,16,5,0,2,3,0,31239,0,38,30,1
735,88,1,113594,5,16,6,0,4,0,0,13660,0,1,13,1
4756,90,6,18827,13,16,5,0,2,3,0,50870,1705,34,40,1
801,85,6,18827,12,16,6,0,3,1,0,50870,1705,16,31,1
476,85,6,18827,12,16,5,0,4,2,0,50870,1106,1,27,1
1574,85,6,18827,13,7,6,0,3,1,0,22731,1705,1,38,0
1527,90,6,98870,12,16,1,0,4,2,0,17720,1705,16,40,1
1509,90,3,18827,13,16,5,0,4,3,0,28618,1644,16,40,1
3383,90,0,18827,12,7,6,0,5,1,1,50870,1434,16,27,1
2178,90,6,18827,13,16,6,0,3,3,0,50870,1705,16,27,1
4882,90,6,18827,12,16,5,0,3,1,0,31234,1705,16,40,0
1499,83,6,18827,0,16,5,0,2,3,0,50870,1705,1,40,1
2539,90,6,18827,12,16,5,0,3,3,0,50870,1709,16,40,1
917,90,6,18827,0,16,1,0,5,3,0,31228,1620,16,40,0
4780,85,6,18827,12,7,5,0,5,0,1,50870,1705,1,40,1
3654,78,0,99444,1,16,5,0,3,3,0,20054,0,34,40,1
2343,85,1,86026,12,16,5,0,2,2,0,31257,1579,16,40,1
4195,90,6,18827,0,16,0,0,2,0,0,31257,1705,1,28,1
2859,53,3,86026,0,16,5,8,2,1,0,30951,4067,16,24,1
4041,83,6,18827,11,16,6,0,2,3,1,50870,1687,1,40,1
1654,85,6,18827,12,16,5,0,3,1,0,31263,1705,16,40,1
3113,85,3,93824,4,16,1,5,3,1,0,30910,19,16,40,1
2420,76,3,18827,9,16,5,0,2,1,0,0,329,1,38,1
4676,54,6,18827,2,8,6,0,2,3,0,39511,1408,1,36,1
2542,76,6,18827,14,8,1,0,3,0,0,31239,16,16,40,1
2973,90,6,18827,0,16,5,0,3,2,0,50870,1705,16,31,1
2833,83,3,86026,12,16,0,0,2,3,0,31234,1705,16,40,1
5404,90,3,18827,0,16,6,0,3,1,0,31234,1705,16,40,1
4233,85,6,18827,12,16,6,6,3,3,0,50870,1705,16,40,1
133,85,6,18827,12,16,6,0,3,1,0,50870,1705,16,40,1
3548,88,6,18827,13,16,1,0,4,0,1,3381,0,34,40,1
2965,89,6,18827,9,16,5,0,5,3,0,31234,4356,34,40,1
1229,85,1,18827,12,16,5,0,5,3,0,31269,1705,16,27,0
2815,90,5,98870,7,16,6,8,5,3,1,31234,223,1,40,1
1683,85,6,18827,13,6,6,0,2,3,0,50870,1424,1,40,1
3520,90,3,18827,12,8,5,6,3,2,0,23212,0,1,36,1
4945,76,6,185847,13,13,5,0,5,3,0,9918,1705,1,15,1
4377,76,6,18827,0,16,5,0,3,3,0,30910,1705,16,40,1
2295,90,1,113594,13,16,5,10,4,2,0,0,0,37,40,1
4958,48,6,424802,13,9,0,6,2,2,0,0,0,1,24,1
252,85,6,18827,12,8,1,0,5,1,0,31234,1705,16,34,0
