,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3754,58,2,391014,11,10,2,6,0,4,1,0,0,39,37,0
3303,37,2,375182,10,4,5,1,1,4,1,11,0,40,37,0
5471,36,2,188718,12,9,2,0,2,0,1,5,0,45,37,0
3499,23,2,347646,15,7,2,0,0,4,1,1,0,39,38,0
2227,43,2,108500,15,10,0,3,0,4,1,4,0,35,37,0
441,22,2,178340,11,9,4,10,4,4,1,0,0,59,38,0
4886,24,5,145587,8,12,4,3,1,4,0,0,0,39,38,0
3068,49,2,128232,14,12,2,8,0,4,1,0,0,44,37,0
2821,44,2,85977,9,13,2,2,0,2,1,10,0,79,38,1
264,19,2,31928,14,9,4,8,1,4,0,14852,0,36,37,0
1061,33,2,113222,15,10,0,0,1,4,0,0,0,36,38,0
5293,39,4,173947,15,13,2,3,0,4,1,0,0,44,37,1
2608,34,2,359486,9,13,2,10,0,4,1,5,0,35,37,1
1690,32,4,108633,10,8,2,3,0,2,1,0,0,39,37,1
5651,21,1,101369,9,10,2,2,1,4,1,0,0,39,38,1
635,26,2,38266,14,6,0,9,1,4,0,0,0,54,38,1
782,34,1,186185,8,12,2,9,1,4,1,0,0,39,38,0
4522,25,2,157175,10,9,4,1,1,4,1,0,0,44,37,0
2326,43,2,244354,14,9,3,11,1,2,0,3,0,39,38,1
2051,28,2,33365,15,13,2,12,0,4,1,0,0,44,38,1
1771,33,6,121455,8,9,0,9,4,4,0,0,157,49,37,0
1522,45,2,229265,10,8,2,6,0,2,0,0,0,30,37,0
3565,53,4,205730,11,8,4,5,3,2,0,0,0,60,38,0
2563,32,2,46461,7,8,4,3,1,4,0,0,0,39,38,0
2403,23,5,207220,8,12,2,2,0,4,1,0,0,49,37,1
912,21,2,237851,11,9,0,0,1,4,0,4,0,40,37,0
403,40,2,278717,11,9,2,6,0,4,1,3065,0,52,37,1
155,32,2,320687,15,9,2,9,5,2,1,0,0,19,38,0
1605,21,2,212982,10,8,4,4,1,4,0,0,0,39,38,0
5704,21,2,46043,15,10,4,7,3,4,0,0,0,39,38,0
1248,34,2,202768,15,10,4,9,1,4,1,0,0,44,38,0
2041,34,5,127241,8,12,2,2,0,4,1,0,0,40,38,0
5278,17,2,37993,11,9,4,5,3,2,0,2,0,20,6,0
1288,38,2,229911,11,14,2,2,0,4,1,3,0,50,38,0
3163,49,2,287085,5,9,2,11,5,4,1,0,0,40,38,0
202,20,2,47143,15,10,4,6,3,1,0,0,0,36,38,0
4278,27,2,298965,11,9,4,12,5,2,1,1,2077,60,38,0
4177,22,2,150969,10,8,2,3,0,4,0,0,0,39,38,0
5475,26,2,166256,10,8,4,0,1,4,0,3551,0,29,37,0
2479,47,2,140699,9,10,2,9,0,4,1,0,0,60,37,1
59,32,2,163866,10,15,0,0,0,4,1,7617,0,40,38,0
5368,22,1,116038,10,10,4,2,3,4,0,0,0,53,25,0
1299,37,4,200293,10,8,2,3,0,4,1,1,0,49,38,0
1982,24,2,277515,15,10,4,7,1,4,0,0,0,35,38,0
4058,32,2,112679,11,9,0,7,1,4,0,0,0,29,38,0
4482,59,2,190245,9,10,2,2,0,4,0,7,0,40,38,1
3422,33,2,47683,11,9,0,10,3,4,1,2,0,19,38,0
4205,54,2,106597,11,9,6,6,0,4,1,1,0,40,38,0
