,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2147,33,2,186450,10,8,0,6,0,4,1,2,0,83,37,1
3883,46,2,117162,14,9,4,7,1,4,1,0,0,14,6,0
505,38,2,246602,10,9,6,2,3,4,1,0,0,19,37,0
2586,17,2,363727,15,9,4,12,4,4,0,0,0,39,38,0
4553,31,2,265630,10,8,2,11,0,4,1,14813,0,68,38,0
2265,38,2,178963,15,13,6,6,1,4,0,10,0,16,38,0
3744,48,2,174522,0,8,6,12,0,4,0,0,0,39,38,0
5471,34,3,228583,10,8,2,11,0,4,0,0,0,40,38,1
3930,53,2,228659,10,11,0,10,1,4,0,0,0,19,38,0
698,35,3,316847,8,9,2,2,0,4,1,0,0,44,6,0
115,45,5,224401,10,8,2,9,4,4,1,0,0,59,38,0
5512,18,2,111789,15,10,4,8,4,4,0,1229,0,39,38,0
5848,38,2,66069,0,9,2,1,0,4,1,0,0,40,38,1
5399,37,2,113395,10,12,2,9,0,4,1,0,0,14,37,1
911,34,2,272194,10,8,0,4,1,4,1,0,0,55,38,0
5321,57,2,96434,8,12,2,3,0,4,1,0,0,49,38,1
4930,35,2,183586,11,9,4,9,0,2,1,6,0,39,38,0
1879,18,2,193224,15,9,4,6,3,4,1,8,0,55,38,0
5856,24,2,667997,14,4,4,10,3,3,0,806,0,35,38,0
5752,19,2,175234,15,9,0,0,3,2,0,0,0,40,38,0
2238,31,2,229431,0,9,4,4,3,4,1,0,0,39,38,0
910,28,2,265004,11,10,4,3,4,4,0,0,0,40,20,0
5256,33,2,328691,11,8,2,3,0,4,1,2,0,40,38,0
2083,38,2,152752,10,9,2,7,0,4,1,0,0,59,37,0
874,26,2,262774,10,8,4,7,3,4,1,0,0,35,38,0
464,41,2,188745,10,10,2,4,0,4,1,0,0,39,38,0
1370,62,1,146019,11,9,4,9,5,4,1,0,0,40,37,0
3319,30,2,204974,9,13,2,1,4,4,1,8,0,40,38,0
2854,29,4,233654,11,9,2,10,5,4,1,0,1887,60,37,0
1446,64,0,381226,10,9,2,6,0,4,1,1,0,40,37,1
4714,34,0,104155,8,3,2,12,0,4,1,3296,1938,66,38,1
2932,23,2,174466,14,9,4,6,3,4,1,0,0,24,6,0
1402,29,1,193631,10,13,4,10,3,4,1,2,0,45,38,1
1651,44,1,189397,9,13,5,11,0,4,1,16,0,30,37,1
1503,48,2,243354,9,12,2,8,0,4,0,8,0,54,37,1
1177,39,2,147659,15,10,2,11,1,4,1,5,1863,59,38,0
3452,30,4,159667,10,7,2,3,0,4,1,14937,0,47,37,1
4207,55,4,107114,8,12,2,2,0,4,1,9,0,44,37,1
3927,37,2,188590,0,9,4,9,5,4,1,0,0,39,38,0
242,53,2,125859,15,10,2,9,0,4,1,3,0,45,38,0
2847,31,2,189078,10,8,2,6,0,4,1,0,0,40,38,0
4191,47,2,140324,10,14,2,12,0,1,1,0,0,30,38,0
