,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1336,23,2,494545,9,13,4,9,3,2,0,0,0,40,38,0
2469,65,2,250867,0,7,2,0,0,4,1,0,0,50,38,0
3273,26,2,46951,15,10,4,9,4,4,1,0,0,38,38,0
3351,36,0,27253,7,11,2,3,0,4,1,0,0,40,38,0
4061,56,2,159642,11,9,2,9,5,4,0,0,0,40,38,1
2853,35,2,207879,11,9,4,0,3,4,1,0,0,40,38,0
2526,31,2,59950,9,13,2,7,5,4,0,15024,0,25,38,1
2383,24,2,170340,15,10,4,9,3,4,0,0,0,40,38,0
4237,30,2,287752,11,9,4,3,4,4,1,0,0,40,38,0
1429,27,2,46442,15,10,2,12,0,4,1,0,0,40,38,0
2862,41,2,181812,11,9,2,7,0,4,1,0,0,40,38,1
3792,21,2,294676,15,10,4,2,3,4,1,0,0,35,38,0
5952,42,0,101819,9,13,0,5,1,4,1,0,0,30,38,1
2471,44,2,286219,11,9,2,3,0,4,1,0,0,40,38,0
3805,47,2,248404,11,9,4,0,3,4,0,0,0,20,38,0
453,35,5,167587,11,9,0,7,4,4,0,0,0,40,38,0
