,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2845,24,2,101349,15,10,5,9,1,4,1,0,0,40,38,0
5145,48,2,139716,11,9,2,11,0,4,1,0,0,43,38,1
617,48,2,329965,1,6,2,13,0,4,1,0,0,40,38,0
166,33,1,96118,9,13,4,2,1,4,0,0,0,40,25,0
1964,40,1,156234,9,13,2,0,0,4,1,0,0,45,38,0
1654,46,2,342933,9,13,2,7,2,4,1,0,0,40,38,0
1581,59,2,322588,11,9,2,3,0,4,1,0,0,40,38,0
436,35,2,220583,9,13,2,13,0,4,1,0,0,45,38,1
5589,48,2,334307,9,13,2,9,0,4,1,0,0,53,38,1
4168,21,2,220356,11,9,4,9,3,2,1,0,0,20,38,0
1662,23,2,181283,11,9,4,7,3,4,1,0,0,40,38,0
2621,90,5,19302,0,1,4,0,0,4,0,0,0,1,0,0
3377,53,2,191668,15,1,3,0,1,1,1,0,0,15,38,0
143,70,0,215312,3,7,0,6,1,4,1,0,0,35,38,0
5276,34,2,173533,11,9,2,0,0,4,1,0,0,50,38,1
5163,38,2,31785,15,10,0,3,1,4,1,0,0,45,38,0
2834,68,4,169174,5,4,2,4,0,2,1,0,0,40,38,0
1385,39,4,32109,11,16,2,9,0,4,1,14486,0,40,38,1
1443,47,2,61284,9,13,0,7,1,4,1,0,0,50,38,0
3428,69,2,248915,11,9,2,6,0,4,1,0,0,20,38,0
69,33,5,223075,15,10,2,4,0,4,1,0,3701,40,38,1
5579,45,1,268191,11,9,2,11,5,4,0,0,0,40,38,0
477,56,2,59210,15,10,2,5,0,4,1,0,0,20,38,0
3572,32,2,184946,11,9,2,11,0,4,1,7688,0,70,38,1
5763,35,5,244893,9,13,4,7,1,4,1,0,0,40,38,0
5863,33,2,189481,11,9,2,9,5,4,0,0,0,40,38,1
2475,43,0,116610,12,14,2,6,0,4,1,0,0,40,38,1
1420,44,5,177413,15,10,0,9,4,2,0,2609,0,40,38,0
5024,42,2,140737,9,16,2,11,0,4,1,0,0,43,38,1
2129,42,2,354190,15,10,6,3,4,2,0,0,0,40,38,0
473,38,2,405116,2,4,5,2,4,4,1,0,0,40,7,0
678,44,3,95962,9,13,2,4,0,4,1,0,2164,40,38,1
828,62,2,216568,11,9,2,13,0,4,1,0,0,40,38,1
