,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
278,41,2,168211,15,10,2,11,0,4,1,0,0,40,38,1
407,59,2,192208,11,9,2,2,0,4,1,0,0,40,38,0
397,38,2,186172,12,14,2,9,0,4,1,0,0,40,38,1
373,22,2,206781,15,10,4,11,3,4,0,0,0,40,38,0
497,20,2,216811,11,9,4,5,3,4,1,0,0,40,38,0
343,46,2,161311,11,9,0,11,1,4,0,0,0,40,38,0
12,31,2,169905,11,9,2,2,0,4,1,0,0,40,38,0
442,40,2,111283,11,9,2,2,0,4,1,0,0,40,38,0
254,24,2,189462,11,9,4,3,1,4,0,0,0,40,38,0
293,30,2,191335,11,9,4,2,3,4,1,0,0,40,38,0
184,27,2,176684,9,13,4,3,3,4,0,0,0,40,38,0
448,42,2,155594,11,9,2,6,0,4,1,0,0,40,38,0
495,50,2,207202,11,9,2,11,0,4,1,0,0,45,38,1
322,20,2,185732,15,10,4,0,3,4,0,0,0,40,38,0
429,27,2,190072,11,9,2,2,0,4,1,0,0,40,38,0
309,37,2,177905,15,10,2,3,0,4,1,0,0,50,38,1
428,54,2,121124,11,9,2,2,0,4,1,0,0,40,38,1
142,49,2,175931,15,10,0,0,4,4,0,0,0,40,38,0
79,54,2,175339,15,10,2,2,0,4,1,0,0,40,38,1
304,51,2,168322,11,9,2,2,0,4,1,0,0,40,38,0
84,20,2,202871,15,10,4,5,3,4,1,0,0,40,38,0
388,44,2,183671,11,9,0,0,4,4,0,0,0,40,38,0
286,33,2,185336,11,9,4,0,3,4,0,0,0,40,38,0
172,48,2,210736,12,14,2,9,0,4,1,0,0,40,38,1
371,46,2,173613,11,9,0,0,4,4,0,0,0,40,38,0
149,44,2,185177,15,10,2,0,0,4,1,0,0,40,38,0
66,21,2,194905,11,9,4,3,1,4,0,0,0,40,38,0
98,44,2,112941,9,13,2,9,0,4,1,0,0,40,38,1
35,38,2,185407,15,10,2,11,0,4,1,0,0,40,38,1
440,21,2,109133,15,10,4,0,3,4,1,0,0,40,38,0
420,52,2,174789,11,9,2,2,0,4,1,0,0,40,38,0
105,19,2,198069,15,10,4,5,1,4,1,0,0,40,38,0
465,37,2,182862,11,9,2,2,0,4,1,0,0,40,38,1
374,54,2,153486,11,9,2,2,0,4,1,0,0,40,38,1
282,40,2,193042,9,13,2,11,0,4,1,0,0,40,38,1
337,30,2,187046,11,9,2,13,0,4,1,0,0,40,38,0
241,38,2,117849,11,9,2,2,0,4,1,0,0,40,38,0
215,27,2,203488,15,10,4,2,3,4,1,0,0,40,38,0
145,24,2,193285,11,9,4,3,3,4,1,0,0,40,38,0
191,41,2,175931,15,10,2,13,0,4,1,0,0,40,38,0
457,38,2,173888,11,9,2,2,0,4,1,0,0,40,38,1
353,39,2,112937,11,9,2,6,0,4,1,0,0,40,38,0
80,42,2,174789,11,9,2,6,0,4,1,0,0,40,38,0
419,35,2,174995,15,10,0,7,4,4,0,0,0,35,38,0
281,37,2,112497,8,11,2,2,0,4,1,0,0,40,38,1
422,27,2,200316,9,13,4,11,1,4,1,0,0,40,38,0
39,22,2,116662,9,13,4,3,3,4,1,0,0,40,38,0
107,27,2,198685,11,9,4,2,3,4,1,0,0,40,38,0
218,38,2,204049,9,13,2,3,0,4,1,0,0,45,38,1
445,34,2,177487,15,10,0,11,4,4,0,0,0,40,38,0
108,19,2,169583,15,10,4,0,1,4,0,0,0,40,38,0
354,27,2,114967,9,13,4,12,1,4,1,0,0,50,38,0
372,33,2,185041,11,9,2,2,0,4,1,0,0,40,38,0
253,60,2,174533,11,9,2,6,0,4,1,0,0,40,38,0
260,23,2,113936,9,13,4,11,1,4,1,0,0,40,38,0
178,39,2,174789,11,9,2,2,0,4,1,0,0,40,38,0
220,23,2,117789,15,10,4,7,1,4,0,0,0,40,38,0
175,30,2,177675,11,9,0,6,4,4,0,0,0,40,38,0
292,40,2,109067,11,9,2,2,0,4,1,0,0,40,38,0
395,30,2,192894,15,10,2,6,0,4,1,0,0,40,38,1
88,29,2,174789,11,9,4,2,1,4,1,0,0,40,38,0
180,49,2,176917,11,9,2,2,0,4,1,0,0,40,38,0
283,27,2,187046,11,9,2,13,0,4,1,0,0,40,38,0
265,34,2,103860,11,9,4,5,1,4,1,0,0,40,38,0
430,24,2,114765,11,9,4,2,3,4,1,0,0,40,38,0
119,35,2,168211,15,10,2,11,0,4,1,0,0,40,38,1
377,22,2,192712,11,9,4,7,3,4,0,0,0,40,38,0
271,21,2,112271,11,9,4,2,3,4,1,0,0,40,38,0
73,18,2,115306,1,7,4,7,3,4,0,0,0,20,38,0
70,61,2,197286,15,10,2,7,0,4,1,0,0,40,38,0
144,24,2,188694,11,9,4,2,1,4,1,0,0,40,38,0
367,22,2,175643,15,10,4,7,3,4,1,0,0,30,38,0
