,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
1313,5.0,4.0,3800.0,0.0,12000.0,1.0,98118.0,1400000.0
1873,3.0,2.0,1650.0,0.0,1980.0,1.0,98105.0,890000.0
788,2.0,1.0,1000.0,0.0,5500.0,1.0,98103.0,830000.0
1105,2.0,1.0,850.0,0.0,6000.0,1.0,98125.0,525000.0
1087,2.0,2.5,1180.0,0.0,3400.0,1.0,98125.0,795000.0
1651,4.0,3.0,2500.0,0.0,0.4,0.0,98198.0,1850000.0
179,3.0,2.0,1600.0,0.0,5500.0,1.0,98177.0,725000.0
1100,3.0,2.0,1650.0,0.0,6200.0,1.0,98109.0,865000.0
1346,3.0,2.0,1600.0,0.0,3200.0,1.0,98118.0,890000.0
632,4.0,3.0,2750.0,0.0,6500.0,1.0,98178.0,1375000.0
1624,1.0,1.0,750.0,0.0,0.18,0.0,98124.0,635000.0
