,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
226,54,4,180000,0,6,2,8,0,4,1,0,0,39,39,0
69,46,4,230000,8,11,2,3,0,4,1,0,0,42,39,1
139,54,4,67345,11,9,5,6,4,4,1,0,0,41,39,0
422,48,4,50000,11,9,2,8,5,4,0,0,0,38,39,0
245,31,4,145678,11,9,0,3,4,1,0,0,0,38,39,0
40,30,4,250000,10,8,4,7,1,4,1,0,0,42,39,0
260,38,4,172341,12,14,2,10,0,4,1,0,0,42,39,0
279,16,4,150000,1,7,4,9,3,4,0,0,0,15,39,0
247,27,1,167890,10,13,4,0,3,2,0,0,0,37,39,0
493,52,3,275123,7,8,4,3,3,4,1,0,0,50,2,1
384,29,4,345678,11,9,4,7,1,4,0,0,0,40,39,0
416,37,4,220000,11,9,0,7,1,4,1,0,0,42,39,0
450,34,3,210000,10,8,5,2,1,4,1,0,0,42,39,0
224,55,5,160000,9,13,0,10,1,4,0,0,0,38,39,0
218,29,4,112000,4,3,4,12,3,1,0,0,0,22,40,0
306,40,4,208000,11,9,5,8,1,4,0,0,0,39,39,0
138,36,4,412345,9,13,4,8,1,4,1,0,0,38,39,0
359,42,5,360000,11,9,2,6,0,4,1,0,0,60,39,0
310,34,3,215678,10,12,0,11,1,4,0,2000,0,42,39,0
415,28,4,240000,11,9,0,1,1,4,1,0,0,39,39,0
481,36,5,115000,10,14,2,13,0,4,1,0,0,42,39,1
458,36,4,170000,14,11,4,6,1,2,0,0,0,34,39,0
82,31,4,154321,11,9,4,4,3,4,0,0,0,37,39,0
428,33,2,350000,7,12,2,3,0,4,1,0,0,39,39,1
312,41,2,389123,11,14,2,6,0,4,1,0,0,50,39,1
145,48,6,320000,11,9,2,14,0,4,1,0,0,55,39,1
468,24,7,105000,13,14,4,4,1,4,1,0,0,39,39,0
24,40,6,180000,11,9,4,12,4,2,0,0,0,45,39,0
75,47,4,234567,15,10,0,3,4,4,1,0,0,42,39,1
317,38,4,234567,9,12,0,10,1,4,0,2500,0,44,0,0
124,38,6,28456,9,13,1,10,0,4,1,7000,0,48,39,1
404,85,4,300000,1,7,2,3,0,4,1,0,0,41,39,0
378,40,6,205000,14,10,0,10,1,4,0,0,0,18,39,0
36,64,2,110000,9,13,6,1,4,1,0,0,0,34,30,0
162,29,5,580123,6,5,4,7,2,4,1,0,0,38,14,0
374,70,6,250000,14,11,2,9,5,4,0,0,0,5,39,0
414,31,7,440000,15,10,2,10,5,2,0,0,0,39,39,0
81,38,5,125678,9,13,2,10,0,4,1,0,0,60,39,1
280,28,4,182763,11,9,4,12,3,4,1,0,0,35,39,0
432,34,4,67890,11,9,4,7,1,4,1,0,0,41,39,0
370,60,6,350000,10,12,2,11,0,4,1,0,0,48,39,1
429,58,4,175000,11,9,2,14,0,4,1,0,1900,40,39,1
169,50,1,196000,8,12,2,2,0,4,1,0,0,61,39,1
16,32,4,250987,9,13,2,2,0,4,1,0,0,60,39,1
172,45,4,160000,10,14,2,10,5,1,0,0,0,28,36,1
12,22,4,210234,10,10,4,6,3,2,1,0,0,50,39,0
303,25,4,150000,15,10,2,1,0,2,1,0,0,41,39,0
73,50,5,223456,9,13,2,12,0,4,1,0,0,45,39,1
497,27,4,345678,15,10,5,2,1,3,0,0,0,40,39,0
284,25,4,150000,7,12,2,3,0,4,1,0,0,38,39,0
125,64,7,220000,15,10,2,1,0,4,1,0,1600,38,39,0
84,29,4,167890,7,12,2,3,0,4,1,0,1800,55,39,1
165,34,6,97000,13,15,2,9,5,4,0,0,0,62,39,1
256,23,4,145321,11,9,4,10,3,4,0,0,0,40,39,0
29,43,4,195000,11,9,3,7,4,4,0,0,0,41,39,0
427,30,4,175000,9,13,4,4,1,4,1,0,0,54,39,0
236,19,4,180567,2,8,4,12,3,4,0,0,0,25,39,0
