,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1134,23,2,207679,15,10,4,13,3,4,0,0,0,12,38,0
3501,20,2,144261,11,9,4,3,3,4,1,0,0,50,38,0
4574,25,5,158030,9,13,4,11,1,4,0,0,0,40,25,0
4227,17,2,1441296,2,9,4,7,3,4,1,0,0,35,38,0
4581,63,0,342749,9,12,6,3,1,4,1,0,0,40,38,0
3213,34,2,268214,12,1,4,2,3,1,1,0,0,40,4,0
5477,26,2,158270,5,5,2,13,0,0,1,0,0,40,31,0
4815,42,2,232284,15,10,2,7,0,4,1,0,0,25,38,0
3908,52,2,124752,15,10,0,3,4,4,0,0,0,40,38,1
5570,30,2,209590,15,10,4,6,1,4,0,0,0,40,38,0
3074,54,2,180876,15,10,2,4,0,4,1,0,0,48,38,1
1819,39,2,137552,12,14,2,7,0,4,1,0,0,40,38,1
2595,33,2,162510,9,13,2,3,0,2,1,0,0,40,38,0
3082,17,2,1484705,15,16,2,0,0,4,1,99999,0,1,40,1
5345,37,2,134396,11,9,2,2,5,4,0,0,0,40,38,1
3540,20,2,250964,11,9,4,6,1,2,1,0,0,20,38,0
5473,41,2,107444,9,13,0,13,1,4,1,0,0,40,38,1
2470,53,2,93725,15,10,4,13,1,4,1,0,0,99,38,0
1516,28,2,233050,11,9,2,9,0,4,1,0,0,60,38,0
5665,17,5,1484705,15,16,6,0,0,4,0,99999,0,1,40,0
4579,23,2,71342,9,13,4,0,1,4,0,0,0,40,38,0
857,24,2,127936,15,10,4,11,3,2,0,0,0,40,38,0
4164,70,2,96334,11,9,6,11,4,4,0,0,0,40,38,0
1541,24,2,213643,11,9,2,2,0,4,1,0,0,40,38,0
5256,39,2,190344,1,4,2,13,0,4,1,0,0,40,38,0
1828,31,2,114847,1,7,4,0,3,4,1,0,0,40,38,0
3201,35,2,38378,11,9,0,0,4,4,0,0,0,40,38,0
1455,35,5,165043,11,9,2,0,5,4,0,0,0,40,38,0
1611,17,2,1484705,15,16,0,0,0,4,1,99999,0,1,40,0
2677,20,2,111367,11,9,4,9,3,4,1,0,0,40,38,0
2968,36,2,77391,5,3,2,0,0,4,1,0,0,40,38,0
5617,36,2,258132,11,9,2,3,0,4,1,0,0,40,38,1
1716,34,2,212988,9,13,0,5,1,4,0,0,0,25,38,0
2762,47,2,33747,15,10,2,6,0,4,1,0,0,50,38,0
