,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
267,1,0.9968719755285672,644,0,8377.21872230088,1,98107,524290
242,2,2.0,1610,0,1443.30455012092,1,98117,575920
49,4,3.340125014591239,2169,0,5012.076386329053,1,98105,1099567
189,4,3.0,2680,0,5997.217731306308,1,98119,1781314
186,3,1.222719270112398,2241,0,5089.591397578266,1,98199,869167
231,4,2.0,1726,0,3478.820520649988,1,98122,678091
52,3,2.0,1973,0,2515.2085658882006,1,98118,1127545
253,4,2.0,2113,0,3168.8541053703425,1,98125,873169
135,2,1.0,666,0,8682.198806264923,1,98169,481606
124,4,1.5178758135136874,2001,0,7680.448467166705,1,98177,665640
103,4,2.585038511898184,2435,0,3076.254486115408,1,98177,1124723
213,4,2.0,3248,0,7091.981149945601,1,98117,1577735
280,3,2.5,2226,0,5843.604389989386,1,98107,1082903
6,3,3.0,3322,0,0.2554877940258652,0,98199,2431505
119,1,2.0,1202,0,0.2659841868273261,0,98103,802980
308,2,2.0,747,0,3909.60433077044,1,98112,752534
195,5,3.0,3022,0,9930.330413899026,1,98113,1027138
221,2,2.5,873,0,986.7759519131952,1,98105,611584
123,4,3.0,2177,0,4792.567602501921,1,98129,986051
324,3,3.0,2287,0,6310.374616777426,1,98114,1376232
107,4,1.5,2084,0,4708.868844428757,1,98118,963468
278,3,3.0,2474,0,3232.179192205732,1,98108,1702931
215,4,2.0,2136,0,6293.329452344064,1,98107,898652
118,3,1.5,1078,0,5193.940051635264,1,98122,657274
312,3,2.5,1571,0,1158.2380731864407,1,98112,869911
65,2,1.5,1279,0,4438.010832365961,1,98117,846726
126,3,2.5,2889,0,8324.25995341565,1,98117,998748
125,3,2.5,1565,0,5158.652539578668,1,98117,1090280
286,4,3.5,3894,0,5822.108045598639,1,98120,2556091
171,3,2.890288955111214,1339,0,1879.7637753451104,1,98117,500184
188,2,2.5,2279,0,4618.217637384817,1,98125,901552
142,4,3.0,2188,0,3464.3984735568274,1,98126,1307327
10,2,2.0,1163,0,1035.1269769584835,1,98115,797149
133,4,2.0,1961,0,1895.4797397422765,1,98106,1109248
99,2,2.0,1072,0,5745.069275891923,1,98125,1114497
270,4,3.558446334789154,3017,0,2677.875226567085,1,98103,1514803
299,2,1.0,856,0,1147.413517304186,1,98107,836601
154,4,1.0,1679,0,6181.959817705317,1,98126,697082
134,3,2.5,1913,0,4288.987211700704,1,98199,738038
18,3,3.5,1525,0,4126.072626769248,1,98123,519266
216,1,2.0,758,0,0.3825269887236212,0,98179,623974
150,2,1.0,1129,0,537.8132013942039,0,98136,670131
95,4,2.055087429549655,2085,0,6801.714563844585,1,98192,752545
225,4,3.0,1697,0,2448.2999398762463,1,98107,798453
183,3,3.0,2806,0,6216.531969539023,1,98117,1411894
24,4,2.5,2522,0,2898.1449173131314,1,98112,1234205
198,4,2.681613815570972,1743,0,1807.635298047678,1,98122,1184208
47,4,3.5,2177,0,4183.968532830898,1,98134,971533
313,15,9.0,11010,0,0.23,0,98101,159000
328,5,3.720655154008113,2375,0,3801.605992649065,1,98117,875238
28,3,2.0,1178,0,3522.1497241674533,1,98126,751620
13,4,3.5,2423,0,3962.425628822535,1,98103,2161302
82,2,1.0,858,0,6304.411731541755,1,98103,595910
199,3,2.0,2094,0,3709.366470100311,1,98199,868283
29,4,2.5,1914,0,4654.79844270905,1,98136,651296
130,3,0.5006557997680913,323,0,0.23,0,98101,159000
227,3,2.559855832997037,2179,0,2774.604646610081,1,98116,985464
62,2,2.0,2058,0,1492.7198239574268,1,98106,974086
194,15,9.0,11010,0,0.23,0,98199,232726
