,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20,32,6,419141,12,8,1,9,2,3,1,0,0,38,39,0
177,29,4,261331,17,13,2,4,0,4,1,0,0,40,39,0
167,47,1,196534,7,12,2,1,0,4,1,0,0,60,39,1
179,56,6,30552,12,9,2,15,0,4,1,0,0,48,39,0
135,53,4,201943,9,13,0,13,2,4,1,0,0,50,39,1
109,35,4,185467,11,9,0,3,4,4,1,0,0,51,39,0
431,51,2,291854,12,15,1,6,4,2,1,0,0,42,39,1
25,48,4,313511,10,14,0,5,4,4,0,0,0,40,39,0
234,60,4,246529,15,10,0,11,1,4,1,0,0,42,39,1
188,29,4,236457,9,13,4,12,1,4,1,0,1602,12,39,0
291,38,4,193242,12,9,4,2,1,2,0,0,0,40,39,0
69,46,4,251917,9,12,2,3,0,4,1,0,0,40,39,1
461,29,4,219634,12,13,0,10,1,4,0,0,0,48,39,0
196,50,5,173481,12,15,2,10,0,4,1,99999,0,40,39,1
453,29,2,483821,16,12,4,6,3,2,0,0,0,45,39,0
209,39,4,117059,12,14,2,4,0,4,1,7687,0,60,39,1
92,24,4,172899,15,10,4,6,3,4,1,0,0,30,39,0
394,25,4,217947,9,13,4,7,3,4,1,0,0,50,39,0
340,42,5,391213,11,9,3,9,5,1,1,0,0,60,39,0
91,59,6,42891,11,9,2,5,0,4,1,0,0,50,39,0
159,44,0,289351,9,13,6,10,1,4,0,0,0,38,39,1
212,29,4,167890,13,14,2,7,0,4,1,0,0,40,39,1
30,38,5,234511,12,10,2,9,0,4,1,0,0,45,39,0
202,49,2,76127,8,13,0,10,1,1,1,0,0,50,39,1
29,46,4,221899,12,8,3,7,4,4,0,0,0,40,39,0
338,61,4,225783,11,9,6,1,1,4,0,0,0,15,39,0
356,45,4,261945,11,9,0,3,1,2,0,0,0,38,39,0
258,44,4,167394,9,13,4,10,3,4,1,0,0,50,39,0
398,50,5,245317,11,9,2,4,5,4,0,0,0,20,39,1
193,46,4,187695,11,10,4,8,1,4,0,0,0,40,39,1
331,67,2,105938,9,13,6,9,1,4,0,0,0,20,39,0
255,55,2,261894,9,13,2,4,0,4,1,0,0,60,39,1
185,39,4,213654,11,9,2,4,0,4,1,0,0,40,39,0
418,39,5,245819,12,8,1,9,4,4,1,5178,0,60,39,1
45,34,6,245602,8,12,0,3,4,1,1,0,0,42,20,0
472,55,4,124547,14,11,2,9,0,4,1,0,0,48,39,0
402,45,4,293481,10,12,2,9,0,4,1,15024,0,52,9,1
220,38,4,143211,10,14,3,5,2,3,1,0,0,45,39,0
134,46,4,185823,10,8,2,7,0,4,1,0,0,45,39,1
204,58,4,114914,9,14,2,8,0,4,1,9144,0,60,39,1
21,41,4,291854,10,14,2,10,5,4,0,0,0,42,39,1
44,51,4,262191,14,10,2,12,0,4,1,0,1234,20,39,1
462,47,2,303631,7,6,2,9,0,4,1,0,0,42,39,0
466,46,2,355171,5,4,2,8,0,4,1,0,0,48,39,0
157,39,6,243987,10,8,3,9,0,4,1,0,0,45,29,0
490,42,4,283195,11,9,2,6,0,4,1,0,0,42,39,0
28,50,4,284351,15,10,2,13,0,4,1,0,0,60,39,0
432,39,5,147711,11,10,2,10,1,4,1,0,0,45,39,0
294,31,1,220513,7,5,0,8,1,4,1,0,0,50,39,0
272,48,4,298765,14,12,2,7,1,4,1,5678,0,55,39,1
428,39,4,189234,11,10,0,9,0,4,0,0,0,48,39,0
379,31,7,154391,10,12,4,9,3,4,1,0,0,25,39,0
27,20,0,235987,12,8,4,0,3,4,0,0,0,32,39,0
344,46,5,569713,11,9,4,8,0,4,1,0,0,60,39,1
329,31,4,312890,15,10,2,12,0,4,1,0,0,58,39,0
433,28,4,73219,14,11,4,8,3,1,1,0,0,40,11,0
81,29,4,134492,8,11,4,5,3,4,0,0,0,35,39,0
334,46,6,129013,8,14,2,4,0,4,1,0,0,60,39,0
