,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
340,34,3,123456,12,10,4,9,5,3,0,0,0,50,20,0
183,45,4,150000,15,10,0,1,4,4,0,0,0,44,39,0
50,34,4,178240,10,11,0,7,1,4,0,0,0,39,39,0
385,34,4,234567,12,14,0,10,1,4,0,0,1500,40,39,1
309,29,7,22000,7,12,4,1,1,4,0,0,0,40,11,0
330,62,3,110000,14,10,2,2,0,4,1,9000,0,44,39,0
259,33,6,60000,11,9,2,5,5,4,0,0,2000,15,39,0
350,45,6,31245,9,13,2,12,0,4,1,0,0,50,39,0
377,39,6,198765,13,11,0,4,1,4,0,0,0,30,39,0
498,55,4,190000,15,10,2,12,0,4,1,0,0,45,39,0
82,55,3,164321,9,13,2,10,0,4,1,0,0,42,39,1
326,48,4,275678,11,9,2,3,0,4,1,0,0,50,39,1
124,38,6,30500,9,13,1,10,0,4,1,5000,0,52,39,1
426,46,4,245000,12,14,4,10,1,4,0,0,0,39,39,0
489,45,4,190000,11,9,2,8,0,4,1,0,0,41,39,0
347,50,5,789012,13,11,1,8,1,1,1,0,0,70,25,1
148,42,4,234567,11,9,2,3,0,4,1,0,1500,41,39,1
188,49,2,240000,11,9,2,4,0,4,1,0,0,39,39,0
481,36,5,205678,12,9,2,13,0,4,1,0,0,42,39,1
182,25,0,62000,11,9,4,0,1,4,0,0,0,39,39,0
27,19,0,203000,11,9,4,0,3,4,0,0,0,33,39,0
35,20,6,216000,11,9,4,13,3,4,1,0,0,22,39,0
86,52,4,107654,10,11,2,2,0,4,1,0,0,44,39,0
380,45,4,200123,11,9,2,3,0,4,1,0,0,42,39,0
318,38,4,310987,11,13,0,10,4,4,1,2000,0,47,39,1
459,68,4,150000,11,9,6,9,1,4,0,0,0,10,39,0
258,26,4,260000,11,9,2,5,0,4,1,0,0,35,39,0
353,33,6,28000,15,10,2,12,0,0,1,0,0,58,39,0
370,52,4,189432,10,11,2,12,0,4,1,0,0,45,39,1
360,22,4,340000,5,6,4,7,1,4,1,0,0,45,26,0
463,48,4,305678,2,7,2,10,2,4,0,0,0,38,39,0
